,only_gen_code,question,ref_code,test_asserts,gen_code,time
213,"
def count_Set_Bits(n):
    result = 0
    while n:
        result += n & 1
        n >>= 1
    return result
",Write a python function to count set bits of a given number.,"def count_Set_Bits(n): 
    count = 0
    while (n): 
        count += n & 1
        n >>= 1
    return count ","['assert count_Set_Bits(2) == 1', 'assert count_Set_Bits(4) == 1', 'assert count_Set_Bits(6) == 2']","Python Function - Write a python function to count set bits of a given number.
def count_Set_Bits(n):
    result = 0
    while n:
        result += n & 1
        n >>= 1
    return result
",20.613672971725464
214,"
def find_Min(arr,low,high):
    if low == high:
        return arr[low]
    mid = (low+high)//2
    if arr[mid] > arr[high]:
        return find_Min(arr,mid+1,high)
    else:
        return find_Min(arr,low,mid)

def findMin(arr):
    result = find_Min(arr,0,len(arr)-1)
    return result
",Write a python function to find the minimum element in a sorted and rotated array.,"def find_Min(arr,low,high): 
    while (low < high): 
        mid = low + (high - low) // 2;   
        if (arr[mid] == arr[high]): 
            high -= 1; 
        elif (arr[mid] > arr[high]): 
            low = mid + 1; 
        else: 
            high = mid; 
    return arr[high]; ","['assert find_Min([1,2,3,4,5],0,4) == 1', 'assert find_Min([4,6,8],0,2) == 4', 'assert find_Min([2,3,5,7,9],0,4) == 2']","Python Function - Write a python function to find the minimum element in a sorted and rotated array.
def find_Min(arr,low,high):
    if low == high:
        return arr[low]
    mid = (low+high)//2
    if arr[mid] > arr[high]:
        return find_Min(arr,mid+1,high)
    else:
        return find_Min(arr,low,mid)

def findMin(arr):
    result = find_Min(arr,0,len(arr)-1)
    return result
",67.08736371994019
215,"
def odd_values_string(str):
    result = """"
    for i in range(len(str)):
        if i % 2 == 0:
            result += str[i]
    return result
",Write a python function to remove the characters which have odd index values of a given string.,"def odd_values_string(str):
  result = """" 
  for i in range(len(str)):
    if i % 2 == 0:
      result = result + str[i]
  return result","[""assert odd_values_string('abcdef') == 'ace'"", ""assert odd_values_string('python') == 'pto'"", ""assert odd_values_string('data') == 'dt'""]","Python Function - Write a python function to remove the characters which have odd index values of a given string.
def odd_values_string(str):
    result = """"
    for i in range(len(str)):
        if i % 2 == 0:
            result += str[i]
    return result
",26.914100408554077
216,"
def min_of_three(a,b,c):
    result = a
    if b < result:
        result = b
    if c < result:
    return result
",Write a function to find minimum of three numbers.,"def min_of_three(a,b,c): 
      if (a <= b) and (a <= c): 
        smallest = a 
      elif (b <= a) and (b <= c): 
        smallest = b 
      else: 
        smallest = c 
      return smallest ","['assert min_of_three(10,20,0)==0', 'assert min_of_three(19,15,18)==15', 'assert min_of_three(-10,-20,-30)==-30']","Python Function - Write a function to find minimum of three numbers.
def min_of_three(a,b,c):
    result = a
    if b < result:
        result = b
    if c < result:
    return result
",19.257922410964966
217,"
def all_Bits_Set_In_The_Given_Range(n,l,r):
    result = 0
    for i in range(l,r+1):
        result = result | (1<<i)
    if result == n:
        return True
    else:
        return False

# Test Code
print(all_Bits_Set_In_The_Given_Range(10,2,4))
print(all_Bits_Set_In_The_Given_Range(10,2,5))

# Time Complexity: O(1)
# Space Complexity: O(1)

    return result
",Write a python function to check whether all the bits are unset in the given range or not.,"def all_Bits_Set_In_The_Given_Range(n,l,r):  
    num = (((1 << r) - 1) ^ ((1 << (l - 1)) - 1)) 
    new_num = n & num
    if (new_num == 0): 
        return True
    return False","['assert all_Bits_Set_In_The_Given_Range(4,1,2) == True', 'assert all_Bits_Set_In_The_Given_Range(17,2,4) == True', 'assert all_Bits_Set_In_The_Given_Range(39,4,6) == False']","Python Function - Write a python function to check whether all the bits are unset in the given range or not.
def all_Bits_Set_In_The_Given_Range(n,l,r):
    result = 0
    for i in range(l,r+1):
        result = result | (1<<i)
    if result == n:
        return True
    else:
        return False

# Test Code
print(all_Bits_Set_In_The_Given_Range(10,2,4))
print(all_Bits_Set_In_The_Given_Range(10,2,5))

# Time Complexity: O(1)
# Space Complexity: O(1)

    return result
",88.89915633201599
218,"
def re_arrange_array(arr, n):
    result = []
    for i in range(n):
        if arr[i] < 0:
            result.append(arr[i])
    for i in range(n):
        if arr[i] >= 0:
            result.append(arr[i])
    return result
",Write a function to re-arrange the elements of the given array so that all negative elements appear before positive ones.,"def re_arrange_array(arr, n):
  j=0
  for i in range(0, n):
    if (arr[i] < 0):
      temp = arr[i]
      arr[i] = arr[j]
      arr[j] = temp
      j = j + 1
  return arr","['assert re_arrange_array([-1, 2, -3, 4, 5, 6, -7, 8, 9], 9) == [-1, -3, -7, 4, 5, 6, 2, 8, 9]', 'assert re_arrange_array([12, -14, -26, 13, 15], 5) == [-14, -26, 12, 13, 15]', 'assert re_arrange_array([10, 24, 36, -42, -39, -78, 85], 7) == [-42, -39, -78, 10, 24, 36, 85]']","Python Function - Write a function to re-arrange the elements of the given array so that all negative elements appear before positive ones.
def re_arrange_array(arr, n):
    result = []
    for i in range(n):
        if arr[i] < 0:
            result.append(arr[i])
    for i in range(n):
        if arr[i] >= 0:
            result.append(arr[i])
    return result
",47.41190314292908
219,"
def replace_blank(str1,char):
    result = """"
    for i in str1:
        if i == "" "":
            result += char
        else:
            result += i
    return result
",Write a function to replace blank spaces with any character in a string.,"def replace_blank(str1,char):
 str2 = str1.replace(' ', char)
 return str2","['assert replace_blank(""hello people"",\'@\')==(""hello@people"")', 'assert replace_blank(""python program language"",\'$\')==(""python$program$language"")', 'assert replace_blank(""blank space"",""-"")==(""blank-space"")']","Python Function - Write a function to replace blank spaces with any character in a string.
def replace_blank(str1,char):
    result = """"
    for i in str1:
        if i == "" "":
            result += char
        else:
            result += i
    return result
",26.197338819503784
220,"
def max_sum(tri, n):
    result = 0
    for i in range(n):
        for j in range(i + 1):
            result = max(result, tri[i][j] + tri[i][j + 1])
    return result
",Write a function to find the maximum sum in the given right triangle of numbers.,"def max_sum(tri, n): 
	if n > 1: 
		tri[1][1] = tri[1][1]+tri[0][0] 
		tri[1][0] = tri[1][0]+tri[0][0] 
	for i in range(2, n): 
		tri[i][0] = tri[i][0] + tri[i-1][0] 
		tri[i][i] = tri[i][i] + tri[i-1][i-1] 
		for j in range(1, i): 
			if tri[i][j]+tri[i-1][j-1] >= tri[i][j]+tri[i-1][j]: 
				tri[i][j] = tri[i][j] + tri[i-1][j-1] 
			else: 
				tri[i][j] = tri[i][j]+tri[i-1][j] 
	return (max(tri[n-1]))","['assert max_sum([[1], [2,1], [3,3,2]], 3) == 6', 'assert max_sum([[1], [1, 2], [4, 1, 12]], 3) == 15 ', 'assert max_sum([[2], [3,2], [13,23,12]], 3) == 28']","Python Function - Write a function to find the maximum sum in the given right triangle of numbers.
def max_sum(tri, n):
    result = 0
    for i in range(n):
        for j in range(i + 1):
            result = max(result, tri[i][j] + tri[i][j + 1])
    return result
",37.40271711349487
221,"
import heapq
def larg_nnum(list1,n):
    result = []
    for i in range(n):
        result.append(heapq.nlargest(1,list1)[0])
        list1.remove(heapq.nlargest(1,list1)[0])
    return result
",Write a function to get the n largest items from a dataset.,"import heapq
def larg_nnum(list1,n):
 largest=heapq.nlargest(n,list1)
 return largest","['assert larg_nnum([10, 20, 50, 70, 90, 20, 50, 40, 60, 80, 100],2)==[100,90]', 'assert larg_nnum([10, 20, 50, 70, 90, 20, 50, 40, 60, 80, 100],5)==[100,90,80,70,60]', 'assert larg_nnum([10, 20, 50, 70, 90, 20, 50, 40, 60, 80, 100],3)==[100,90,80]']","Python Function - Write a function to get the n largest items from a dataset.
import heapq
def larg_nnum(list1,n):
    result = []
    for i in range(n):
        result.append(heapq.nlargest(1,list1)[0])
        list1.remove(heapq.nlargest(1,list1)[0])
    return result
",41.681731939315796
222,"
def lateralsuface_cylinder(r,h):
    result = 2*3.14*r*(r+h)
    return result
",Write a function to find the lateral surface area of a cylinder.,"def lateralsuface_cylinder(r,h):
  lateralsurface= 2*3.1415*r*h
  return lateralsurface","['assert lateralsuface_cylinder(10,5)==314.15000000000003', 'assert lateralsuface_cylinder(4,5)==125.66000000000001', 'assert lateralsuface_cylinder(4,10)==251.32000000000002']","Python Function - Write a function to find the lateral surface area of a cylinder.
def lateralsuface_cylinder(r,h):
    result = 2*3.14*r*(r+h)
    return result
",15.481465101242065
223,"
def volume_cube(l):
    result = l ** 3
    return result
",Write a function to find the volume of a cube.,"def volume_cube(l):
  volume = l * l * l
  return volume","['assert volume_cube(3)==27', 'assert volume_cube(2)==8', 'assert volume_cube(5)==125']","Python Function - Write a function to find the volume of a cube.
def volume_cube(l):
    result = l ** 3
    return result
",8.517965316772461
224,"
def even_bit_set_number(n):
    result = 0
    for i in range(32):
        if (n & 1) == 0:
            result = result | (1 << i)
        n = n >> 1
    return result
",Write a python function to set all even bits of a given number.,"def even_bit_set_number(n): 
    count = 0;res = 0;temp = n 
    while(temp > 0): 
        if (count % 2 == 1): 
            res |= (1 << count)
        count+=1
        temp >>= 1
    return (n | res) ","['assert even_bit_set_number(10) == 10', 'assert even_bit_set_number(20) == 30', 'assert even_bit_set_number(30) == 30']","Python Function - Write a python function to set all even bits of a given number.
def even_bit_set_number(n):
    result = 0
    for i in range(32):
        if (n & 1) == 0:
            result = result | (1 << i)
        n = n >> 1
    return result
",35.713401079177856
225,"
def No_of_Triangle(N,K):
    result = 0
    for i in range(1,N+1):
        if i%K == 0:
            result += 1
    return result
",Write a python function to count the maximum number of equilateral triangles that can be formed within a given equilateral triangle.,"def No_of_Triangle(N,K):
    if (N < K):
        return -1;
    else:
        Tri_up = 0;
        Tri_up = ((N - K + 1) *(N - K + 2)) // 2;
        Tri_down = 0;
        Tri_down = ((N - 2 * K + 1) *(N - 2 * K + 2)) // 2;
        return Tri_up + Tri_down;","['assert No_of_Triangle(4,2) == 7', 'assert No_of_Triangle(4,3) == 3', 'assert No_of_Triangle(1,3) == -1']","Python Function - Write a python function to count the maximum number of equilateral triangles that can be formed within a given equilateral triangle.
def No_of_Triangle(N,K):
    result = 0
    for i in range(1,N+1):
        if i%K == 0:
            result += 1
    return result
",27.286331176757812
226,"
from collections import Counter 
def check_occurences(test_list):
    result = []
    for i in range(len(test_list)):
        for j in range(i+1, len(test_list)):
            if test_list[i][1] == test_list[j][1]:
                result.append(test_list[i][0])
    return result
",Write a function to check the occurrences of records which occur similar times in the given tuples.,"from collections import Counter 
def check_occurences(test_list):
  res = dict(Counter(tuple(ele) for ele in map(sorted, test_list)))
  return  (res) ","['assert check_occurences([(3, 1), (1, 3), (2, 5), (5, 2), (6, 3)] ) == {(1, 3): 2, (2, 5): 2, (3, 6): 1}', 'assert check_occurences([(4, 2), (2, 4), (3, 6), (6, 3), (7, 4)] ) == {(2, 4): 2, (3, 6): 2, (4, 7): 1}', 'assert check_occurences([(13, 2), (11, 23), (12, 25), (25, 12), (16, 23)] ) == {(2, 13): 1, (11, 23): 1, (12, 25): 2, (16, 23): 1}']","Python Function - Write a function to check the occurrences of records which occur similar times in the given tuples.
from collections import Counter 
def check_occurences(test_list):
    result = []
    for i in range(len(test_list)):
        for j in range(i+1, len(test_list)):
            if test_list[i][1] == test_list[j][1]:
                result.append(test_list[i][0])
    return result
",54.24003577232361
227,"
def number_of_substrings(str):
    result = 0
    for i in range(len(str)):
        for j in range(i+1, len(str)+1):
            if str[i:j] != '':
                result += 1
    return result
",Write a python function to count number of non-empty substrings of a given string.,"def number_of_substrings(str): 
	str_len = len(str); 
	return int(str_len * (str_len + 1) / 2); ","['assert number_of_substrings(""abc"") == 6', 'assert number_of_substrings(""abcd"") == 10', 'assert number_of_substrings(""abcde"") == 15']","Python Function - Write a python function to count number of non-empty substrings of a given string.
def number_of_substrings(str):
    result = 0
    for i in range(len(str)):
        for j in range(i+1, len(str)+1):
            if str[i:j] != '':
                result += 1
    return result
",38.27261519432068
228,"
def get_total_number_of_sequences(m,n):
    result = 0
    for i in range(1,m+1):
        result += get_total_number_of_sequences(m,n-1)
    if n == 1:
        result += 1
    return result
",Write a function to find the number of possible sequences of length n such that each of the next element is greater than or equal to twice of the previous element but less than or equal to m.,"def get_total_number_of_sequences(m,n): 
	T=[[0 for i in range(n+1)] for i in range(m+1)] 
	for i in range(m+1): 
		for j in range(n+1): 
			if i==0 or j==0: 
				T[i][j]=0
			elif i<j: 
				T[i][j]=0
			elif j==1: 
				T[i][j]=i 
			else: 
				T[i][j]=T[i-1][j]+T[i//2][j-1] 
	return T[m][n]","['assert get_total_number_of_sequences(10, 4) == 4', 'assert get_total_number_of_sequences(5, 2) == 6', 'assert get_total_number_of_sequences(16, 3) == 84']","Python Function - Write a function to find the number of possible sequences of length n such that each of the next element is greater than or equal to twice of the previous element but less than or equal to m.
def get_total_number_of_sequences(m,n):
    result = 0
    for i in range(1,m+1):
        result += get_total_number_of_sequences(m,n-1)
    if n == 1:
        result += 1
    return result
",40.51235342025757
229,"
def replace_list(list1,list2):
    result = list1[:-1]
    result.append(list2)
    return result
",Write a function to replace the last element of the list with another list.,"def replace_list(list1,list2):
 list1[-1:] = list2
 replace_list=list1
 return replace_list
","['assert replace_list([1, 3, 5, 7, 9, 10],[2, 4, 6, 8])==[1, 3, 5, 7, 9, 2, 4, 6, 8]', 'assert replace_list([1,2,3,4,5],[5,6,7,8])==[1,2,3,4,5,6,7,8]', 'assert replace_list([""red"",""blue"",""green""],[""yellow""])==[""red"",""blue"",""yellow""]']","Python Function - Write a function to replace the last element of the list with another list.
def replace_list(list1,list2):
    result = list1[:-1]
    result.append(list2)
    return result
",16.152494430541992
230,"
def array_3d(m,n,o):
    result = []
    for i in range(m):
        result.append([])
        for j in range(n):
            result[i].append([])
            for k in range(o):
                result[i][j].append('*')
    return result
",Write a function to generate a 3d array having each element as '*'.,"def array_3d(m,n,o):
 array_3d = [[ ['*' for col in range(m)] for col in range(n)] for row in range(o)]
 return array_3d","[""assert array_3d(6,4,3)==[[['*', '*', '*', '*', '*', '*'], ['*', '*', '*', '*', '*', '*'], ['*', '*', '*', '*', '*', '*'], ['*', '*', '*', '*', '*', '*']], [['*', '*', '*', '*', '*', '*'], ['*', '*', '*', '*', '*', '*'], ['*', '*', '*', '*', '*', '*'], ['*', '*', '*', '*', '*', '*']], [['*', '*', '*', '*', '*', '*'], ['*', '*', '*', '*', '*', '*'], ['*', '*', '*', '*', '*', '*'], ['*', '*', '*', '*', '*', '*']]]"", ""assert array_3d(5,3,4)==[[['*', '*', '*', '*', '*'], ['*', '*', '*', '*','*'], ['*', '*', '*', '*', '*']], [['*', '*', '*', '*', '*'],['*', '*', '*', '*', '*'], ['*', '*', '*', '*', '*']], [['*', '*', '*', '*', '*'], ['*', '*', '*', '*', '*'], ['*', '*', '*', '*', '*']], [['*', '*', '*', '*', '*'], ['*', '*', '*', '*', '*'], ['*', '*', '*', '*', '*']]]"", ""assert array_3d(1,2,3)==[[['*'],['*']],[['*'],['*']],[['*'],['*']]]""]","Python Function - Write a function to generate a 3d array having each element as '*'.
def array_3d(m,n,o):
    result = []
    for i in range(m):
        result.append([])
        for j in range(n):
            result[i].append([])
            for k in range(o):
                result[i][j].append('*')
    return result
",43.83537244796753
231,"
def count_charac(str1):
    result = 0
    for i in str1:
        result += 1
    return result
",Write a function to count total characters in a string.,"def count_charac(str1):
 total = 0
 for i in str1:
    total = total + 1
 return total","['assert count_charac(""python programming"")==18', 'assert count_charac(""language"")==8', 'assert count_charac(""words"")==5']","Python Function - Write a function to count total characters in a string.
def count_charac(str1):
    result = 0
    for i in str1:
        result += 1
    return result
",16.622965335845947
232,"
def sort_on_occurence(lst):
    result = []
    for i in range(len(lst)):
        for j in range(len(lst)):
            if lst[i][0] == lst[j][0]:
                result.append(lst[j])
    return result
",Write a function to sort the given list based on the occurrence of first element of tuples.,"def sort_on_occurence(lst): 
	dct = {} 
	for i, j in lst: 
		dct.setdefault(i, []).append(j) 
	return ([(i, *dict.fromkeys(j), len(j)) 
				for i, j in dct.items()]) ","[""assert sort_on_occurence([(1, 'Jake'), (2, 'Bob'), (1, 'Cara')]) == [(1, 'Jake', 'Cara', 2), (2, 'Bob', 1)]"", ""assert sort_on_occurence([('b', 'ball'), ('a', 'arm'), ('b', 'b'), ('a', 'ant')]) == [('b', 'ball', 'b', 2), ('a', 'arm', 'ant', 2)]"", ""assert sort_on_occurence([(2, 'Mark'), (3, 'Maze'), (2, 'Sara')]) == [(2, 'Mark', 'Sara', 2), (3, 'Maze', 1)]""]","Python Function - Write a function to sort the given list based on the occurrence of first element of tuples.
def sort_on_occurence(lst):
    result = []
    for i in range(len(lst)):
        for j in range(len(lst)):
            if lst[i][0] == lst[j][0]:
                result.append(lst[j])
    return result
",39.06216788291931
233,"
import math  
def next_Perfect_Square(N): 
    result = math.ceil(math.sqrt(N))**2  
    return result
",Write a python function to find the next perfect square greater than a given number.,"import math  
def next_Perfect_Square(N): 
    nextN = math.floor(math.sqrt(N)) + 1
    return nextN * nextN ","['assert next_Perfect_Square(35) == 36', 'assert next_Perfect_Square(6) == 9', 'assert next_Perfect_Square(9) == 16']","Python Function - Write a python function to find the next perfect square greater than a given number.
import math  
def next_Perfect_Square(N): 
    result = math.ceil(math.sqrt(N))**2  
    return result
",16.938379526138306
234,"
def max_sum(arr, n):
    result = 0
    for i in range(n):
        for j in range(i + 1, n):
            if arr[i] < arr[j]:
                result = max(result, arr[i] + arr[j])
    return result
",Write a function to find the maximum sum of bi-tonic sub-sequence for the given array.,"def max_sum(arr, n): 
	MSIBS = arr[:] 
	for i in range(n): 
		for j in range(0, i): 
			if arr[i] > arr[j] and MSIBS[i] < MSIBS[j] + arr[i]: 
				MSIBS[i] = MSIBS[j] + arr[i] 
	MSDBS = arr[:] 
	for i in range(1, n + 1): 
		for j in range(1, i): 
			if arr[-i] > arr[-j] and MSDBS[-i] < MSDBS[-j] + arr[-i]: 
				MSDBS[-i] = MSDBS[-j] + arr[-i] 
	max_sum = float(""-Inf"") 
	for i, j, k in zip(MSIBS, MSDBS, arr): 
		max_sum = max(max_sum, i + j - k) 
	return max_sum","['assert max_sum([1, 15, 51, 45, 33, 100, 12, 18, 9], 9) == 194', 'assert max_sum([80, 60, 30, 40, 20, 10], 6) == 210', 'assert max_sum([2, 3 ,14, 16, 21, 23, 29, 30], 8) == 138']","Python Function - Write a function to find the maximum sum of bi-tonic sub-sequence for the given array.
def max_sum(arr, n):
    result = 0
    for i in range(n):
        for j in range(i + 1, n):
            if arr[i] < arr[j]:
                result = max(result, arr[i] + arr[j])
    return result
",42.38643002510071
235,"
def babylonian_squareroot(number):
    result = number
    while True:
        last = result
        result = (result + number / result) / 2
        if abs(result - last) < 0.000000000000001:
            break
    return result
",Write a function for computing square roots using the babylonian method.,"def babylonian_squareroot(number):
    if(number == 0):
        return 0;
    g = number/2.0;
    g2 = g + 1;
    while(g != g2):
        n = number/ g;
        g2 = g;
        g = (g + n)/2;
    return g;","['assert babylonian_squareroot(10)==3.162277660168379', 'assert babylonian_squareroot(2)==1.414213562373095', 'assert babylonian_squareroot(9)==3.0']","Python Function - Write a function for computing square roots using the babylonian method.
def babylonian_squareroot(number):
    result = number
    while True:
        last = result
        result = (result + number / result) / 2
        if abs(result - last) < 0.000000000000001:
            break
    return result
",44.247111797332764
236,"
def lps(str):
    n = len(str)
    result = 0
    for i in range(n):
        for j in range(i, n):
            if str[i] == str[j] and (j - i < 2 or str[i + 1] == str[j - 1]):
                result = max(result, j - i + 1)
    return result
",Write a function to find the longest palindromic subsequence in the given string.,"def lps(str): 
	n = len(str) 
	L = [[0 for x in range(n)] for x in range(n)] 
	for i in range(n): 
		L[i][i] = 1
	for cl in range(2, n+1): 
		for i in range(n-cl+1): 
			j = i+cl-1
			if str[i] == str[j] and cl == 2: 
				L[i][j] = 2
			elif str[i] == str[j]: 
				L[i][j] = L[i+1][j-1] + 2
			else: 
				L[i][j] = max(L[i][j-1], L[i+1][j]); 
	return L[0][n-1]","['assert lps(""TENS FOR TENS"") == 5 ', 'assert lps(""CARDIO FOR CARDS"") == 7', 'assert lps(""PART OF THE JOURNEY IS PART"") == 9 ']","Python Function - Write a function to find the longest palindromic subsequence in the given string.
def lps(str):
    n = len(str)
    result = 0
    for i in range(n):
        for j in range(i, n):
            if str[i] == str[j] and (j - i < 2 or str[i + 1] == str[j - 1]):
                result = max(result, j - i + 1)
    return result
",61.23672819137573
237,"
def harmonic_sum(n):
    result = 0
    for i in range(1, n):
        result += 1/i
    return result
",Write a function to calculate the harmonic sum of n-1.,"def harmonic_sum(n):
  if n < 2:
    return 1
  else:
    return 1 / n + (harmonic_sum(n - 1)) ","['assert harmonic_sum(7) == 2.5928571428571425', 'assert harmonic_sum(4) == 2.083333333333333', 'assert harmonic_sum(19) == 3.547739657143682']","Python Function - Write a function to calculate the harmonic sum of n-1.
def harmonic_sum(n):
    result = 0
    for i in range(1, n):
        result += 1/i
    return result
",20.17922282218933
238,"
def intersection_array(array_nums1,array_nums2):
    result = list(set(array_nums1) & set(array_nums2))
    return result
",Write a function to find the intersection of two arrays using lambda function.,"def intersection_array(array_nums1,array_nums2):
 result = list(filter(lambda x: x in array_nums1, array_nums2)) 
 return result","['assert intersection_array([1, 2, 3, 5, 7, 8, 9, 10],[1, 2, 4, 8, 9])==[1, 2, 8, 9]', 'assert intersection_array([1, 2, 3, 5, 7, 8, 9, 10],[3,5,7,9])==[3,5,7,9]', 'assert intersection_array([1, 2, 3, 5, 7, 8, 9, 10],[10,20,30,40])==[10]']","Python Function - Write a function to find the intersection of two arrays using lambda function.
def intersection_array(array_nums1,array_nums2):
    result = list(set(array_nums1) & set(array_nums2))
    return result
",18.8174831867218
239,"
def count_X(tup, x):
    result = 0
    for i in tup:
        if i == x:
            result += 1
    return result
",Write a python function to count the occcurences of an element in a tuple.,"def count_X(tup, x): 
    count = 0
    for ele in tup: 
        if (ele == x): 
            count = count + 1
    return count ","['assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),4) == 0', 'assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),10) == 3', 'assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),8) == 4']","Python Function - Write a python function to count the occcurences of an element in a tuple.
def count_X(tup, x):
    result = 0
    for i in tup:
        if i == x:
            result += 1
    return result
",21.3795428276062
240,"
def insert_element(list,element):
    result = []
    for i in list:
        result.append(element)
        result.append(i)
    return result
",Write a function to insert an element before each element of a list.,"def insert_element(list,element):
 list = [v for elt in list for v in (element, elt)]
 return list","[""assert insert_element(['Red', 'Green', 'Black'] ,'c')==['c', 'Red', 'c', 'Green', 'c', 'Black'] "", ""assert insert_element(['python', 'java'] ,'program')==['program', 'python', 'program', 'java'] "", ""assert insert_element(['happy', 'sad'] ,'laugh')==['laugh', 'happy', 'laugh', 'sad'] ""]","Python Function - Write a function to insert an element before each element of a list.
def insert_element(list,element):
    result = []
    for i in list:
        result.append(element)
        result.append(i)
    return result
",22.027045249938965
241,"
import cmath  
def convert(numbers):
    result = []
    for i in numbers:
        result.append(cmath.polar(i))
    return result
",Write a python function to convert complex numbers to polar coordinates.,"import cmath  
def convert(numbers):    
  num = cmath.polar(numbers)  
  return (num) ","['assert convert(1) == (1.0, 0.0)', 'assert convert(4) == (4.0,0.0)', 'assert convert(5) == (5.0,0.0)']","Python Function - Write a python function to convert complex numbers to polar coordinates.
import cmath  
def convert(numbers):
    result = []
    for i in numbers:
        result.append(cmath.polar(i))
    return result
",23.21401572227478
242,"
def count_integer(list1):
    result = 0
    for i in list1:
        if type(i) == int:
            result += 1
    return result
",Write a python function to count integers from a given list.,"def count_integer(list1):
    ctr = 0
    for i in list1:
        if isinstance(i, int):
            ctr = ctr + 1
    return ctr","[""assert count_integer([1,2,'abc',1.2]) == 2"", 'assert count_integer([1,2,3]) == 3', 'assert count_integer([1,1.2,4,5.1]) == 2']","Python Function - Write a python function to count integers from a given list.
def count_integer(list1):
    result = 0
    for i in list1:
        if type(i) == int:
            result += 1
    return result
",23.236753702163696
243,"
import re
def words_ae(text):
    result = re.findall(r'[ae]\w+', text)
    return result
",Write a function to find all words starting with 'a' or 'e' in a given string.,"import re
def words_ae(text):
 list = re.findall(""[ae]\w+"", text)
 return list","['assert words_ae(""python programe"")==[\'ame\']', 'assert words_ae(""python programe language"")==[\'ame\',\'anguage\']', 'assert words_ae(""assert statement"")==[\'assert\', \'atement\']']","Python Function - Write a function to find all words starting with 'a' or 'e' in a given string.
import re
def words_ae(text):
    result = re.findall(r'[ae]\w+', text)
    return result
",17.149588346481323
244,"
from itertools import combinations_with_replacement 
def combinations_colors(l, n):
    result = []
    for i in range(1, n+1):
        result.extend(combinations_with_replacement(l, i))
    return result
",Write a function to choose specified number of colours from three different colours and generate all the combinations with repetitions.,"from itertools import combinations_with_replacement 
def combinations_colors(l, n):
    return list(combinations_with_replacement(l,n))","['assert combinations_colors( [""Red"",""Green"",""Blue""],1)==[(\'Red\',), (\'Green\',), (\'Blue\',)]', 'assert combinations_colors( [""Red"",""Green"",""Blue""],2)==[(\'Red\', \'Red\'), (\'Red\', \'Green\'), (\'Red\', \'Blue\'), (\'Green\', \'Green\'), (\'Green\', \'Blue\'), (\'Blue\', \'Blue\')]', 'assert combinations_colors( [""Red"",""Green"",""Blue""],3)==[(\'Red\', \'Red\', \'Red\'), (\'Red\', \'Red\', \'Green\'), (\'Red\', \'Red\', \'Blue\'), (\'Red\', \'Green\', \'Green\'), (\'Red\', \'Green\', \'Blue\'), (\'Red\', \'Blue\', \'Blue\'), (\'Green\', \'Green\', \'Green\'), (\'Green\', \'Green\', \'Blue\'), (\'Green\', \'Blue\', \'Blue\'), (\'Blue\', \'Blue\', \'Blue\')]']","Python Function - Write a function to choose specified number of colours from three different colours and generate all the combinations with repetitions.
from itertools import combinations_with_replacement 
def combinations_colors(l, n):
    result = []
    for i in range(1, n+1):
        result.extend(combinations_with_replacement(l, i))
    return result
",31.233153343200684
245,"
def count_Primes_nums(n):
    result = 0
    for i in range(2, n):
        if is_prime(i):
            result += 1
    return result

def is_prime(n):
    for i in range(2, n):
        if n % i == 0:
            return False
    return result
",Write a python function to count the number of prime numbers less than a given non-negative number.,"def count_Primes_nums(n):
    ctr = 0
    for num in range(n):
        if num <= 1:
            continue
        for i in range(2,num):
            if (num % i) == 0:
                break
        else:
            ctr += 1
    return ctr","['assert count_Primes_nums(5) == 2', 'assert count_Primes_nums(10) == 4', 'assert count_Primes_nums(100) == 25']","Python Function - Write a python function to count the number of prime numbers less than a given non-negative number.
def count_Primes_nums(n):
    result = 0
    for i in range(2, n):
        if is_prime(i):
            result += 1
    return result

def is_prime(n):
    for i in range(2, n):
        if n % i == 0:
            return False
    return result
",50.655136585235596
246,"
def swap_numbers(a,b):
    result = a,b
    a = b
    b = result
    return result

# ",Write a function to swap two numbers.,"def swap_numbers(a,b):
 temp = a
 a = b
 b = temp
 return (a,b)","['assert swap_numbers(10,20)==(20,10)', 'assert swap_numbers(15,17)==(17,15)', 'assert swap_numbers(100,200)==(200,100)']","Python Function - Write a function to swap two numbers.
def swap_numbers(a,b):
    result = a,b
    a = b
    b = result
    return result

# Python Function - Write a function to swap two numbers.
def swap_numbers(a,b):
    result = a,b
    a = b
    b = result
    return result
",44.78706216812134
247,"
def count_odd(array_nums):
    result = 0
    for num in array_nums:
        if num % 2 != 0:
            result += 1
    return result
",Write a function to find number of odd elements in the given list using lambda function.,"def count_odd(array_nums):
   count_odd = len(list(filter(lambda x: (x%2 != 0) , array_nums)))
   return count_odd","['assert count_odd([1, 2, 3, 5, 7, 8, 10])==4', 'assert count_odd([10,15,14,13,-18,12,-20])==2', 'assert count_odd([1, 2, 4, 8, 9])==2']","Python Function - Write a function to find number of odd elements in the given list using lambda function.
def count_odd(array_nums):
    result = 0
    for num in array_nums:
        if num % 2 != 0:
            result += 1
    return result
",25.449744939804077
