,only_gen_code,question,ref_code,test_asserts,gen_code,time
228,"
def get_total_number_of_sequences(m,n):
    result = 0
    for i in range(1,n+1):
        result += (m-i+1)*i
    return result
",Write a function to find the number of possible sequences of length n such that each of the next element is greater than or equal to twice of the previous element but less than or equal to m.,"def get_total_number_of_sequences(m,n): 
	T=[[0 for i in range(n+1)] for i in range(m+1)] 
	for i in range(m+1): 
		for j in range(n+1): 
			if i==0 or j==0: 
				T[i][j]=0
			elif i<j: 
				T[i][j]=0
			elif j==1: 
				T[i][j]=i 
			else: 
				T[i][j]=T[i-1][j]+T[i//2][j-1] 
	return T[m][n]","['assert get_total_number_of_sequences(10, 4) == 4', 'assert get_total_number_of_sequences(5, 2) == 6', 'assert get_total_number_of_sequences(16, 3) == 84']","Python Function - Write a function to find the number of possible sequences of length n such that each of the next element is greater than or equal to twice of the previous element but less than or equal to m.
def get_total_number_of_sequences(m,n):
    result = 0
    for i in range(1,n+1):
        result += (m-i+1)*i
    return result
",13.481630325317383
229,"
def replace_list(list1,list2):
    result = list1[:-1]
    result.append(list2)
    return result
",Write a function to replace the last element of the list with another list.,"def replace_list(list1,list2):
 list1[-1:] = list2
 replace_list=list1
 return replace_list
","['assert replace_list([1, 3, 5, 7, 9, 10],[2, 4, 6, 8])==[1, 3, 5, 7, 9, 2, 4, 6, 8]', 'assert replace_list([1,2,3,4,5],[5,6,7,8])==[1,2,3,4,5,6,7,8]', 'assert replace_list([""red"",""blue"",""green""],[""yellow""])==[""red"",""blue"",""yellow""]']","Python Function - Write a function to replace the last element of the list with another list.
def replace_list(list1,list2):
    result = list1[:-1]
    result.append(list2)
    return result
",8.81830620765686
230,"
def array_3d(m,n,o):
    result = []
    for i in range(m):
        result.append([])
        for j in range(n):
            result[i].append([])
            for k in range(o):
                result[i][j].append('*')
    return result
",Write a function to generate a 3d array having each element as '*'.,"def array_3d(m,n,o):
 array_3d = [[ ['*' for col in range(m)] for col in range(n)] for row in range(o)]
 return array_3d","[""assert array_3d(6,4,3)==[[['*', '*', '*', '*', '*', '*'], ['*', '*', '*', '*', '*', '*'], ['*', '*', '*', '*', '*', '*'], ['*', '*', '*', '*', '*', '*']], [['*', '*', '*', '*', '*', '*'], ['*', '*', '*', '*', '*', '*'], ['*', '*', '*', '*', '*', '*'], ['*', '*', '*', '*', '*', '*']], [['*', '*', '*', '*', '*', '*'], ['*', '*', '*', '*', '*', '*'], ['*', '*', '*', '*', '*', '*'], ['*', '*', '*', '*', '*', '*']]]"", ""assert array_3d(5,3,4)==[[['*', '*', '*', '*', '*'], ['*', '*', '*', '*','*'], ['*', '*', '*', '*', '*']], [['*', '*', '*', '*', '*'],['*', '*', '*', '*', '*'], ['*', '*', '*', '*', '*']], [['*', '*', '*', '*', '*'], ['*', '*', '*', '*', '*'], ['*', '*', '*', '*', '*']], [['*', '*', '*', '*', '*'], ['*', '*', '*', '*', '*'], ['*', '*', '*', '*', '*']]]"", ""assert array_3d(1,2,3)==[[['*'],['*']],[['*'],['*']],[['*'],['*']]]""]","Python Function - Write a function to generate a 3d array having each element as '*'.
def array_3d(m,n,o):
    result = []
    for i in range(m):
        result.append([])
        for j in range(n):
            result[i].append([])
            for k in range(o):
                result[i][j].append('*')
    return result
",23.749282836914062
231,"
def count_charac(str1):
    result = 0
    for i in str1:
        result += 1
    return result
",Write a function to count total characters in a string.,"def count_charac(str1):
 total = 0
 for i in str1:
    total = total + 1
 return total","['assert count_charac(""python programming"")==18', 'assert count_charac(""language"")==8', 'assert count_charac(""words"")==5']","Python Function - Write a function to count total characters in a string.
def count_charac(str1):
    result = 0
    for i in str1:
        result += 1
    return result
",9.005528450012207
232,"
def sort_on_occurence(lst):
    result = []
    for i in lst:
        result.append(i[0])
    result.sort(key=lambda x: lst.count(x), reverse=True)
    return result
",Write a function to sort the given list based on the occurrence of first element of tuples.,"def sort_on_occurence(lst): 
	dct = {} 
	for i, j in lst: 
		dct.setdefault(i, []).append(j) 
	return ([(i, *dict.fromkeys(j), len(j)) 
				for i, j in dct.items()]) ","[""assert sort_on_occurence([(1, 'Jake'), (2, 'Bob'), (1, 'Cara')]) == [(1, 'Jake', 'Cara', 2), (2, 'Bob', 1)]"", ""assert sort_on_occurence([('b', 'ball'), ('a', 'arm'), ('b', 'b'), ('a', 'ant')]) == [('b', 'ball', 'b', 2), ('a', 'arm', 'ant', 2)]"", ""assert sort_on_occurence([(2, 'Mark'), (3, 'Maze'), (2, 'Sara')]) == [(2, 'Mark', 'Sara', 2), (3, 'Maze', 1)]""]","Python Function - Write a function to sort the given list based on the occurrence of first element of tuples.
def sort_on_occurence(lst):
    result = []
    for i in lst:
        result.append(i[0])
    result.sort(key=lambda x: lst.count(x), reverse=True)
    return result
",17.484297275543213
233,"
import math  
def next_Perfect_Square(N): 
    result = math.ceil(math.sqrt(N))**2  
    return result
",Write a python function to find the next perfect square greater than a given number.,"import math  
def next_Perfect_Square(N): 
    nextN = math.floor(math.sqrt(N)) + 1
    return nextN * nextN ","['assert next_Perfect_Square(35) == 36', 'assert next_Perfect_Square(6) == 9', 'assert next_Perfect_Square(9) == 16']","Python Function - Write a python function to find the next perfect square greater than a given number.
import math  
def next_Perfect_Square(N): 
    result = math.ceil(math.sqrt(N))**2  
    return result
",9.253943681716919
234,"
def max_sum(arr, n):
    result = 0
    for i in range(n):
        for j in range(i, n):
            result = max(result, sum(arr[i:j+1]))
    return result
",Write a function to find the maximum sum of bi-tonic sub-sequence for the given array.,"def max_sum(arr, n): 
	MSIBS = arr[:] 
	for i in range(n): 
		for j in range(0, i): 
			if arr[i] > arr[j] and MSIBS[i] < MSIBS[j] + arr[i]: 
				MSIBS[i] = MSIBS[j] + arr[i] 
	MSDBS = arr[:] 
	for i in range(1, n + 1): 
		for j in range(1, i): 
			if arr[-i] > arr[-j] and MSDBS[-i] < MSDBS[-j] + arr[-i]: 
				MSDBS[-i] = MSDBS[-j] + arr[-i] 
	max_sum = float(""-Inf"") 
	for i, j, k in zip(MSIBS, MSDBS, arr): 
		max_sum = max(max_sum, i + j - k) 
	return max_sum","['assert max_sum([1, 15, 51, 45, 33, 100, 12, 18, 9], 9) == 194', 'assert max_sum([80, 60, 30, 40, 20, 10], 6) == 210', 'assert max_sum([2, 3 ,14, 16, 21, 23, 29, 30], 8) == 138']","Python Function - Write a function to find the maximum sum of bi-tonic sub-sequence for the given array.
def max_sum(arr, n):
    result = 0
    for i in range(n):
        for j in range(i, n):
            result = max(result, sum(arr[i:j+1]))
    return result
",18.006866931915283
235,"
def babylonian_squareroot(number):
    """"""
    Compute the square root of a number using the Babylonian method.
    """"""
    result = number / 2
    while abs(result**2 - number) > 0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000
    return result
",Write a function for computing square roots using the babylonian method.,"def babylonian_squareroot(number):
    if(number == 0):
        return 0;
    g = number/2.0;
    g2 = g + 1;
    while(g != g2):
        n = number/ g;
        g2 = g;
        g = (g + n)/2;
    return g;","['assert babylonian_squareroot(10)==3.162277660168379', 'assert babylonian_squareroot(2)==1.414213562373095', 'assert babylonian_squareroot(9)==3.0']","Python Function - Write a function for computing square roots using the babylonian method.
def babylonian_squareroot(number):
    """"""
    Compute the square root of a number using the Babylonian method.
    """"""
    result = number / 2
    while abs(result**2 - number) > 0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000
    return result
",48.02810764312744
236,"
def lps(str):
    n = len(str)
    lps = [0]*n
    result = 0
    for i in range(n):
        j = lps[i]
        while j > 0 and str[i] != str[j]:
            j = lps[j-1]
        if str[i] == str[j]:
            j += 1
        lps[i] = j
        result = max(result, j)
    return result
",Write a function to find the longest palindromic subsequence in the given string.,"def lps(str): 
	n = len(str) 
	L = [[0 for x in range(n)] for x in range(n)] 
	for i in range(n): 
		L[i][i] = 1
	for cl in range(2, n+1): 
		for i in range(n-cl+1): 
			j = i+cl-1
			if str[i] == str[j] and cl == 2: 
				L[i][j] = 2
			elif str[i] == str[j]: 
				L[i][j] = L[i+1][j-1] + 2
			else: 
				L[i][j] = max(L[i][j-1], L[i+1][j]); 
	return L[0][n-1]","['assert lps(""TENS FOR TENS"") == 5 ', 'assert lps(""CARDIO FOR CARDS"") == 7', 'assert lps(""PART OF THE JOURNEY IS PART"") == 9 ']","Python Function - Write a function to find the longest palindromic subsequence in the given string.
def lps(str):
    n = len(str)
    lps = [0]*n
    result = 0
    for i in range(n):
        j = lps[i]
        while j > 0 and str[i] != str[j]:
            j = lps[j-1]
        if str[i] == str[j]:
            j += 1
        lps[i] = j
        result = max(result, j)
    return result
",40.42574334144592
237,"
def harmonic_sum(n):
    result = 0
    for i in range(1, n):
        result += 1/i
    return result
",Write a function to calculate the harmonic sum of n-1.,"def harmonic_sum(n):
  if n < 2:
    return 1
  else:
    return 1 / n + (harmonic_sum(n - 1)) ","['assert harmonic_sum(7) == 2.5928571428571425', 'assert harmonic_sum(4) == 2.083333333333333', 'assert harmonic_sum(19) == 3.547739657143682']","Python Function - Write a function to calculate the harmonic sum of n-1.
def harmonic_sum(n):
    result = 0
    for i in range(1, n):
        result += 1/i
    return result
",10.901572465896606
238,"
def intersection_array(array_nums1,array_nums2):
    result = []
    for i in array_nums1:
        if i in array_nums2:
            result.append(i)
    return result
",Write a function to find the intersection of two arrays using lambda function.,"def intersection_array(array_nums1,array_nums2):
 result = list(filter(lambda x: x in array_nums1, array_nums2)) 
 return result","['assert intersection_array([1, 2, 3, 5, 7, 8, 9, 10],[1, 2, 4, 8, 9])==[1, 2, 8, 9]', 'assert intersection_array([1, 2, 3, 5, 7, 8, 9, 10],[3,5,7,9])==[3,5,7,9]', 'assert intersection_array([1, 2, 3, 5, 7, 8, 9, 10],[10,20,30,40])==[10]']","Python Function - Write a function to find the intersection of two arrays using lambda function.
def intersection_array(array_nums1,array_nums2):
    result = []
    for i in array_nums1:
        if i in array_nums2:
            result.append(i)
    return result
",14.765275001525879
239,"
def count_X(tup, x):
    result = 0
    for i in tup:
        if i == x:
            result += 1
    return result
",Write a python function to count the occcurences of an element in a tuple.,"def count_X(tup, x): 
    count = 0
    for ele in tup: 
        if (ele == x): 
            count = count + 1
    return count ","['assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),4) == 0', 'assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),10) == 3', 'assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),8) == 4']","Python Function - Write a python function to count the occcurences of an element in a tuple.
def count_X(tup, x):
    result = 0
    for i in tup:
        if i == x:
            result += 1
    return result
",11.599421262741089
240,"
def insert_element(list,element):
    result = []
    for i in list:
        result.append(element)
        result.append(i)
    return result
",Write a function to insert an element before each element of a list.,"def insert_element(list,element):
 list = [v for elt in list for v in (element, elt)]
 return list","[""assert insert_element(['Red', 'Green', 'Black'] ,'c')==['c', 'Red', 'c', 'Green', 'c', 'Black'] "", ""assert insert_element(['python', 'java'] ,'program')==['program', 'python', 'program', 'java'] "", ""assert insert_element(['happy', 'sad'] ,'laugh')==['laugh', 'happy', 'laugh', 'sad'] ""]","Python Function - Write a function to insert an element before each element of a list.
def insert_element(list,element):
    result = []
    for i in list:
        result.append(element)
        result.append(i)
    return result
",11.9673593044281
241,"
import cmath  
def convert(numbers): 
    result = []  
    for i in numbers:  
        result.append(cmath.polar(i))  
    return result
",Write a python function to convert complex numbers to polar coordinates.,"import cmath  
def convert(numbers):    
  num = cmath.polar(numbers)  
  return (num) ","['assert convert(1) == (1.0, 0.0)', 'assert convert(4) == (4.0,0.0)', 'assert convert(5) == (5.0,0.0)']","Python Function - Write a python function to convert complex numbers to polar coordinates.
import cmath  
def convert(numbers): 
    result = []  
    for i in numbers:  
        result.append(cmath.polar(i))  
    return result
",14.041475534439087
242,"
def count_integer(list1):
    result = 0
    for i in list1:
        if type(i) == int:
            result += 1
    return result
",Write a python function to count integers from a given list.,"def count_integer(list1):
    ctr = 0
    for i in list1:
        if isinstance(i, int):
            ctr = ctr + 1
    return ctr","[""assert count_integer([1,2,'abc',1.2]) == 2"", 'assert count_integer([1,2,3]) == 3', 'assert count_integer([1,1.2,4,5.1]) == 2']","Python Function - Write a python function to count integers from a given list.
def count_integer(list1):
    result = 0
    for i in list1:
        if type(i) == int:
            result += 1
    return result
",12.908215522766113
243,"
import re
def words_ae(text):
    result = re.findall(r'[ae].*', text)
    return result
",Write a function to find all words starting with 'a' or 'e' in a given string.,"import re
def words_ae(text):
 list = re.findall(""[ae]\w+"", text)
 return list","['assert words_ae(""python programe"")==[\'ame\']', 'assert words_ae(""python programe language"")==[\'ame\',\'anguage\']', 'assert words_ae(""assert statement"")==[\'assert\', \'atement\']']","Python Function - Write a function to find all words starting with 'a' or 'e' in a given string.
import re
def words_ae(text):
    result = re.findall(r'[ae].*', text)
    return result
",8.812569618225098
244,"
from itertools import combinations_with_replacement 
def combinations_colors(l, n):
    result = []
    for i in range(1, n+1):
        result.extend(list(combinations_with_replacement(l, i)))
    return result
",Write a function to choose specified number of colours from three different colours and generate all the combinations with repetitions.,"from itertools import combinations_with_replacement 
def combinations_colors(l, n):
    return list(combinations_with_replacement(l,n))","['assert combinations_colors( [""Red"",""Green"",""Blue""],1)==[(\'Red\',), (\'Green\',), (\'Blue\',)]', 'assert combinations_colors( [""Red"",""Green"",""Blue""],2)==[(\'Red\', \'Red\'), (\'Red\', \'Green\'), (\'Red\', \'Blue\'), (\'Green\', \'Green\'), (\'Green\', \'Blue\'), (\'Blue\', \'Blue\')]', 'assert combinations_colors( [""Red"",""Green"",""Blue""],3)==[(\'Red\', \'Red\', \'Red\'), (\'Red\', \'Red\', \'Green\'), (\'Red\', \'Red\', \'Blue\'), (\'Red\', \'Green\', \'Green\'), (\'Red\', \'Green\', \'Blue\'), (\'Red\', \'Blue\', \'Blue\'), (\'Green\', \'Green\', \'Green\'), (\'Green\', \'Green\', \'Blue\'), (\'Green\', \'Blue\', \'Blue\'), (\'Blue\', \'Blue\', \'Blue\')]']","Python Function - Write a function to choose specified number of colours from three different colours and generate all the combinations with repetitions.
from itertools import combinations_with_replacement 
def combinations_colors(l, n):
    result = []
    for i in range(1, n+1):
        result.extend(list(combinations_with_replacement(l, i)))
    return result
",17.569949865341187
245,"
def count_Primes_nums(n):
    result = 0
    for i in range(2, n):
        if i % 2 != 0:
            for j in range(3, int(i**0.5)+1, 2):
                if i % j == 0:
                    break
            else:
                result += 1
    return result
",Write a python function to count the number of prime numbers less than a given non-negative number.,"def count_Primes_nums(n):
    ctr = 0
    for num in range(n):
        if num <= 1:
            continue
        for i in range(2,num):
            if (num % i) == 0:
                break
        else:
            ctr += 1
    return ctr","['assert count_Primes_nums(5) == 2', 'assert count_Primes_nums(10) == 4', 'assert count_Primes_nums(100) == 25']","Python Function - Write a python function to count the number of prime numbers less than a given non-negative number.
def count_Primes_nums(n):
    result = 0
    for i in range(2, n):
        if i % 2 != 0:
            for j in range(3, int(i**0.5)+1, 2):
                if i % j == 0:
                    break
            else:
                result += 1
    return result
",28.810943365097046
246,"
def swap_numbers(a,b):
    result = [a,b]
    result[0] = b
    result[1] = a
    return result
",Write a function to swap two numbers.,"def swap_numbers(a,b):
 temp = a
 a = b
 b = temp
 return (a,b)","['assert swap_numbers(10,20)==(20,10)', 'assert swap_numbers(15,17)==(17,15)', 'assert swap_numbers(100,200)==(200,100)']","Python Function - Write a function to swap two numbers.
def swap_numbers(a,b):
    result = [a,b]
    result[0] = b
    result[1] = a
    return result
",10.999851703643799
247,"
def count_odd(array_nums):
    result = 0
    for num in array_nums:
        if num % 2 != 0:
            result += 1
    return result
",Write a function to find number of odd elements in the given list using lambda function.,"def count_odd(array_nums):
   count_odd = len(list(filter(lambda x: (x%2 != 0) , array_nums)))
   return count_odd","['assert count_odd([1, 2, 3, 5, 7, 8, 10])==4', 'assert count_odd([10,15,14,13,-18,12,-20])==2', 'assert count_odd([1, 2, 4, 8, 9])==2']","Python Function - Write a function to find number of odd elements in the given list using lambda function.
def count_odd(array_nums):
    result = 0
    for num in array_nums:
        if num % 2 != 0:
            result += 1
    return result
",13.777175664901733
248,"
def maximize_elements(test_tup1, test_tup2):
    result = ()
    for i in range(len(test_tup1)):
        if test_tup1[i] > test_tup2[i]:
            result += (test_tup1[i],)
        else:
            result += (test_tup2[i],)
    return result
",Write a function to maximize the given two tuples.,"def maximize_elements(test_tup1, test_tup2):
  res = tuple(tuple(max(a, b) for a, b in zip(tup1, tup2))
   for tup1, tup2 in zip(test_tup1, test_tup2))
  return (res) ","['assert maximize_elements(((1, 3), (4, 5), (2, 9), (1, 10)), ((6, 7), (3, 9), (1, 1), (7, 3))) == ((6, 7), (4, 9), (2, 9), (7, 10))', 'assert maximize_elements(((2, 4), (5, 6), (3, 10), (2, 11)), ((7, 8), (4, 10), (2, 2), (8, 4))) == ((7, 8), (5, 10), (3, 10), (8, 11))', 'assert maximize_elements(((3, 5), (6, 7), (4, 11), (3, 12)), ((8, 9), (5, 11), (3, 3), (9, 5))) == ((8, 9), (6, 11), (4, 11), (9, 12))']","Python Function - Write a function to maximize the given two tuples.
def maximize_elements(test_tup1, test_tup2):
    result = ()
    for i in range(len(test_tup1)):
        if test_tup1[i] > test_tup2[i]:
            result += (test_tup1[i],)
        else:
            result += (test_tup2[i],)
    return result
",28.141238689422607
249,"
def newman_prime(n):
    result = 0
    for i in range(1, n + 1):
        if i % 2 == 0:
            result += 2
        else:
            result += 3
        while not is_prime(result):
            result += 2
    return result
",Write a function to find the nth newman–shanks–williams prime number.,"def newman_prime(n): 
	if n == 0 or n == 1: 
		return 1
	return 2 * newman_prime(n - 1) + newman_prime(n - 2)","['assert newman_prime(3) == 7 ', 'assert newman_prime(4) == 17', 'assert newman_prime(5) == 41']","Python Function - Write a function to find the nth newman–shanks–williams prime number.
def newman_prime(n):
    result = 0
    for i in range(1, n + 1):
        if i % 2 == 0:
            result += 2
        else:
            result += 3
        while not is_prime(result):
            result += 2
    return result
",24.9221248626709
250,"
def division_elements(test_tup1, test_tup2):
    result = []
    for i in range(len(test_tup1)):
        result.append(test_tup1[i] / test_tup2[i])
    return result
",Write a function to perform mathematical division operation across the given tuples.,"def division_elements(test_tup1, test_tup2):
  res = tuple(ele1 // ele2 for ele1, ele2 in zip(test_tup1, test_tup2))
  return (res) ","['assert division_elements((10, 4, 6, 9),(5, 2, 3, 3)) == (2, 2, 2, 3)', 'assert division_elements((12, 6, 8, 16),(6, 3, 4, 4)) == (2, 2, 2, 4)', 'assert division_elements((20, 14, 36, 18),(5, 7, 6, 9)) == (4, 2, 6, 2)']","Python Function - Write a function to perform mathematical division operation across the given tuples.
def division_elements(test_tup1, test_tup2):
    result = []
    for i in range(len(test_tup1)):
        result.append(test_tup1[i] / test_tup2[i])
    return result
",17.441082239151
251,"
def split_two_parts(list1, L):
    result = []
    for i in range(len(list1)):
        if i < L:
            result.append(list1[i])
        else:
            result.append(list1[i])
    return result
",Write a function to split a given list into two parts where the length of the first part of the list is given.,"def split_two_parts(list1, L):
    return list1[:L], list1[L:]","['assert split_two_parts([1,1,2,3,4,4,5,1],3)==([1, 1, 2], [3, 4, 4, 5, 1])', ""assert split_two_parts(['a', 'b', 'c', 'd'],2)==(['a', 'b'], ['c', 'd'])"", ""assert split_two_parts(['p', 'y', 't', 'h', 'o', 'n'],4)==(['p', 'y', 't', 'h'], ['o', 'n'])""]","Python Function - Write a function to split a given list into two parts where the length of the first part of the list is given.
def split_two_parts(list1, L):
    result = []
    for i in range(len(list1)):
        if i < L:
            result.append(list1[i])
        else:
            result.append(list1[i])
    return result
",20.119260549545288
252,"
def merge_dict(d1,d2):
    result = {}
    for key in d1:
        result[key] = d1[key]
    for key in d2:
        result[key] = d2[key]
    return result
",Write a function to merge two dictionaries.,"def merge_dict(d1,d2):
 d = d1.copy()
 d.update(d2)
 return d","[""assert merge_dict({'a': 100, 'b': 200},{'x': 300, 'y': 200})=={'x': 300, 'y': 200, 'a': 100, 'b': 200}"", ""assert merge_dict({'a':900,'b':900,'d':900},{'a':900,'b':900,'d':900})=={'a':900,'b':900,'d':900,'a':900,'b':900,'d':900}"", ""assert merge_dict({'a':10,'b':20},{'x':30,'y':40})=={'x':30,'y':40,'a':10,'b':20}""]","Python Function - Write a function to merge two dictionaries.
def merge_dict(d1,d2):
    result = {}
    for key in d1:
        result[key] = d1[key]
    for key in d2:
        result[key] = d2[key]
    return result
",18.44570279121399
253,"
def dog_age(h_age):
    result = h_age * 7
    return result


",Write a function to calculate a dog's age in dog's years.,"def dog_age(h_age):
 if h_age < 0:
 	exit()
 elif h_age <= 2:
	 d_age = h_age * 10.5
 else:
	 d_age = 21 + (h_age - 2)*4
 return d_age","['assert dog_age(12)==61', 'assert dog_age(15)==73', 'assert dog_age(24)==109']","Python Function - Write a function to calculate a dog's age in dog's years.
def dog_age(h_age):
    result = h_age * 7
    return result


Python Function - Write a function to calculate a dog's age in dog's years.
def dog_age(h_age):
    result = h_age * 7
    return result
",22.14075231552124
254,"
def list_split(S, step):
    result = []
    for i in range(0, len(S), step):
        result.append(S[i:i+step])
    return result
",Write a function to split a list for every nth element.,"def list_split(S, step):
    return [S[i::step] for i in range(step)]","[""assert list_split(['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'm', 'n'],3)==[['a', 'd', 'g', 'j', 'm'], ['b', 'e', 'h', 'k', 'n'], ['c', 'f', 'i', 'l']] "", 'assert list_split([1,2,3,4,5,6,7,8,9,10,11,12,13,14],3)==[[1,4,7,10,13], [2,5,8,11,14], [3,6,9,12]] ', ""assert list_split(['python','java','C','C++','DBMS','SQL'],2)==[['python', 'C', 'DBMS'], ['java', 'C++', 'SQL']] ""]","Python Function - Write a function to split a list for every nth element.
def list_split(S, step):
    result = []
    for i in range(0, len(S), step):
        result.append(S[i:i+step])
    return result
",14.213644981384277
255,"
def lateralsurface_cube(l):
    result = 6*l*l
    return result

",Write a function to find the lateral surface area of a cube.,"def lateralsurface_cube(l):
  LSA = 4 * (l * l)
  return LSA","['assert lateralsurface_cube(5)==100', 'assert lateralsurface_cube(9)==324', 'assert lateralsurface_cube(10)==400']","Python Function - Write a function to find the lateral surface area of a cube.
def lateralsurface_cube(l):
    result = 6*l*l
    return result

Python Function - Write a function to find the lateral surface area of a cube.
def lateralsurface_cube(l):
    result = 6*l*l
    return result
",22.048168182373047
256,"
def square_Sum(n):
    result = 0
    for i in range(1, n+1, 2):
        result += i**2
    return result
",Write a python function to find the sum of squares of first n odd natural numbers.,"def square_Sum(n):  
    return int(n*(4*n*n-1)/3) ","['assert square_Sum(2) == 10', 'assert square_Sum(3) == 35', 'assert square_Sum(4) == 84']","Python Function - Write a python function to find the sum of squares of first n odd natural numbers.
def square_Sum(n):
    result = 0
    for i in range(1, n+1, 2):
        result += i**2
    return result
",12.281052112579346
257,"
def find_star_num(n):
    result = 0
    for i in range(1, n+1):
        result += i
    return result
",Write a function to find the n'th star number.,"def find_star_num(n): 
	return (6 * n * (n - 1) + 1) ","['assert find_star_num(3) == 37', 'assert find_star_num(4) == 73', 'assert find_star_num(5) == 121']","Python Function - Write a function to find the n'th star number.
def find_star_num(n):
    result = 0
    for i in range(1, n+1):
        result += i
    return result
",10.467131614685059
258,"
def ascii_value(k):
    result = ord(k)
    return result
",Write a function to find the ascii value of a character.,"def ascii_value(k):
  ch=k
  return ord(ch)","[""assert ascii_value('A')==65"", ""assert ascii_value('R')==82"", ""assert ascii_value('S')==83""]","Python Function - Write a function to find the ascii value of a character.
def ascii_value(k):
    result = ord(k)
    return result
",4.652343988418579
259,"
def sum_even_and_even_index(arr,n):
    result = 0
    for i in range(n):
        if arr[i]%2==0 and i%2==0:
            result += arr[i]
    return result
",Write a python function to find the sum of even numbers at even positions.,"def sum_even_and_even_index(arr,n):  
    i = 0
    sum = 0
    for i in range(0,n,2): 
        if (arr[i] % 2 == 0) : 
            sum += arr[i]  
    return sum","['assert sum_even_and_even_index([5, 6, 12, 1, 18, 8],6) == 30', 'assert sum_even_and_even_index([3, 20, 17, 9, 2, 10, 18, 13, 6, 18],10) == 26', 'assert sum_even_and_even_index([5, 6, 12, 1],4) == 12']","Python Function - Write a python function to find the sum of even numbers at even positions.
def sum_even_and_even_index(arr,n):
    result = 0
    for i in range(n):
        if arr[i]%2==0 and i%2==0:
            result += arr[i]
    return result
",16.823570489883423
260,"
def even_Power_Sum(n):
    result = 0
    for i in range(1, n+1):
        if i % 2 == 0:
            result += i**5
    return result
",Write a python function to find the sum of fifth power of first n even natural numbers.,"def even_Power_Sum(n): 
    sum = 0; 
    for i in range(1,n+1): 
        j = 2*i; 
        sum = sum + (j*j*j*j*j); 
    return sum; ","['assert even_Power_Sum(2) == 1056', 'assert even_Power_Sum(3) == 8832', 'assert even_Power_Sum(1) == 32']","Python Function - Write a python function to find the sum of fifth power of first n even natural numbers.
def even_Power_Sum(n):
    result = 0
    for i in range(1, n+1):
        if i % 2 == 0:
            result += i**5
    return result
",15.633695602416992
261,"
def rear_extract(test_list):
    result = []
    for i in test_list:
        result.append(i[2])
    return result
",Write a function to perfom the rear element extraction from list of tuples records.,"def rear_extract(test_list):
  res = [lis[-1] for lis in test_list]
  return (res) ","[""assert rear_extract([(1, 'Rash', 21), (2, 'Varsha', 20), (3, 'Kil', 19)]) == [21, 20, 19]"", ""assert rear_extract([(1, 'Sai', 36), (2, 'Ayesha', 25), (3, 'Salman', 45)]) == [36, 25, 45]"", ""assert rear_extract([(1, 'Sudeep', 14), (2, 'Vandana', 36), (3, 'Dawood', 56)]) == [14, 36, 56]""]","Python Function - Write a function to perfom the rear element extraction from list of tuples records.
def rear_extract(test_list):
    result = []
    for i in test_list:
        result.append(i[2])
    return result
",10.522670984268188
262,"
def substract_elements(test_tup1, test_tup2):
    result = []
    for i in range(len(test_tup1)):
        result.append(test_tup1[i] - test_tup2[i])
    return result
",Write a function to substract the contents of one tuple with corresponding index of other tuple.,"def substract_elements(test_tup1, test_tup2):
  res = tuple(map(lambda i, j: i - j, test_tup1, test_tup2))
  return (res) ","['assert substract_elements((10, 4, 5), (2, 5, 18)) == (8, -1, -13)', 'assert substract_elements((11, 2, 3), (24, 45 ,16)) == (-13, -43, -13)', 'assert substract_elements((7, 18, 9), (10, 11, 12)) == (-3, 7, -3)']","Python Function - Write a function to substract the contents of one tuple with corresponding index of other tuple.
def substract_elements(test_tup1, test_tup2):
    result = []
    for i in range(len(test_tup1)):
        result.append(test_tup1[i] - test_tup2[i])
    return result
",17.553099393844604
263,"
import math  
def even_binomial_Coeff_Sum( n): 
    result = 0
    for i in range(0, n+1):  
        result += math.factorial(n)//(math.factorial(i)*math.factorial(n-i))  
    return result
",Write a python function to find sum of even index binomial coefficients.,"import math  
def even_binomial_Coeff_Sum( n): 
    return (1 << (n - 1)) ","['assert even_binomial_Coeff_Sum(4) == 8', 'assert even_binomial_Coeff_Sum(6) == 32', 'assert even_binomial_Coeff_Sum(2) == 2']","Python Function - Write a python function to find sum of even index binomial coefficients.
import math  
def even_binomial_Coeff_Sum( n): 
    result = 0
    for i in range(0, n+1):  
        result += math.factorial(n)//(math.factorial(i)*math.factorial(n-i))  
    return result
",22.058342933654785
